file,law_name,year,chapters,sections
administrator20d3803f6a700fda5191b9a29f11e7ac.json,The Karachi Essential Articles (Price Control and Anti-Hoarding) Act,1953,1,18
administrator20fdf57154a60334611d239e58068a11.json,"The International Islamic University Ordinance, 1985",1985,0,0
administrator2153575f47e8a97a8776320d8eac6a3c.json,THE HINDU DISPOSITION OF PROPERTY ACT,1916,1,5
administrator21bb14bbc6e056e91de5499c01197754.json,THE KARACHI HOTELS AND LODGING HOUSES (CONTROL) ACT,1950,1,11
administrator21f5d7789eda7210fd6bbbb77b49375e.json,THE PRISONS ACT,1894,12,50
administrator2206851d997920a2e40dfb7fb73292aa.json,THE BANKS (TRANSFER OF ASSETS AND LIABILITIES) ACT,1974,1,18
administrator22a7cbe4feb13c97121968c20d606d55.json,"The Cotton Cess Act, 1923",1923,0,0
administrator253828764c02df35a2ed7930e508796f.json,THE PAKISTAN BOY SCOUTS ASSOCIATION ORDINANCE,1959,1,6
administrator2572c4ac0ac32549a5562652ef9cf8a9.json,The Official Trustees Act,1913,6,30
administrator25f8872773a009ddfefb71c90ada01dc.json,"The Port Qasim Authority Act, 1973",1973,0,0
administrator26067ba220b033040ae07ffdeced81c9.json,"The Pakistan National Service Ordinance, 1970",1970,0,0
administrator26a975453aac76e06711066e6c07e718.json,THE MINIMUM WAGES ORDINANCE,1961,1,18
administrator26dfa37379a318e57bfc8c46e3f5a00b.json,"THE MILITARY COLLEGE OF ENGINEERING, RISALPUR (DEGREE) ORDINANCE",1962,1,13
administrator275d810bafa9a4c7a4447490e951612d.json,"The Nfc Institute of Engineering and Technology Multan Act, 2012",2012,0,0
administrator27d951fd230e0234282d0133cb695b0e.json,"The Price Control and Prevention of Profiteering and Hoarding Act, 1977",1977,0,0
administrator288d0a3ec8ff89402149c031823f12e7.json,THE CASTE DISABILITIES REMOVAL ACT,1850,1,1
administrator289aee517e7b8512e341194f9e846738.json,"The Investigation For Fair Trial Act, 2013",2013,0,0
administrator28cd90a18aea57042f8ddc40ccd8cf98.json,THE PUBLIC PROCUREMENT REGULATORY AUTHORITY ORDINANCE,2002,6,28
administrator2914cd51061df9fa5d219cb45256f7c1.json,THE ROAD TRANSPORT WORKERS ORDINANCE,1961,1,15
administrator2b9f48ff4791d066505c4dd5a66f39fb.json,"THE FEDERAL SUPERVISION OF CURRICULA, TEXT-BOOKS AND MAINTENANCE OF STANDARDS OF EDUCATION ACT",1976,1,7
administrator2bbb145adb573172ec68151f4e70dfb5.json,THE NEGOTIABLE INSTRUMENTS ACT,1881,18,173
administrator2bf46ebacdc8899d104188e8d1bd16f9.json,The Public Debt Act,1944,1,29
administrator2c29e2a637d806dbaa9c78a34c8642da.json,THE DEFENCE SERVICES (INQUIRY) (SPECIAL PROVISIONS) ORDINANCE,1969,1,6
administrator2d28ef7cb8af946302cb2077f97b3aaa.json,THE ALLOPATHIC SYSTEM (PREVENTION OF MISUSE) ORDINANCE,1962,1,11
administrator2e1201b88294a777514d9ef976e152d8.json,THE UNITED NATIONS (PRIVILEGES AND IMMUNITIES) ACT,1948,2,22
administrator2e171c7427b76a35922f5982ad2ea5be.json,"THE ISLAMABAD WILDLIFE (PROTECTION, PRESERVATION, CONSERVATION AND MANAGEMENT) ORDINANCE",1979,1,13
administrator2eb2a776b40c7f4ec10940a4de8742ad.json,"The Dar-Ul-Madina International University Islamabad Act, 2013",2013,0,0
administrator2ee5578ca7f0081f5d589a84de29b868.json,The Railways Act,1890,11,149
administrator2f1da8cc107ec077896ca6fc93905fb3.json,THE EXPLOSIVES ACT,1884,1,27
administrator2f7f6b8cfdf87e1119c78768ad083e0c.json,THE FOREST ACT,1927,13,17
administrator2fa5dc41b7e0669fb72e58fd50787218.json,"The Hydrogenated Vegetable Oil Industry (Control and Development) Act, 1973",1973,0,0
administrator2fab6f668b15763f8585280329f26b37.json,THE RELIGIOUS SOCIETIES ACT,1880,1,9
administrator2fdb5ccd9d442238fd84fbcf1b8bafb8.json,THE DOURINE ACT,1910,1,16
administrator309817cb2e46d8b593c66ad748a27bc7.json,"The Canal and Drainage Act, 1873",1873,0,0
administrator3166d6575bb1950ca8c08f173920445f.json,THE MARRIAGES VALIDATION ACT,1892,1,6
administrator3294e35255f255ea96b3356091fb4844.json,The Limitation Act,1908,5,27
administrator32d19e5c21e9875c8aa6e9e234f86153.json,The Partition Act,1893,1,10
administrator33a37f4a611d25752d7afcb8014a255b.json,Power Alcohol Ordinance,1959,1,9
administrator33ce6d0c4ac8fe50ae07bef7f1b998ec.json,THE CAPITAL DEVELOPMENT AUTHORITY (ABATEMENT OF ARBITRATION PROCEEDINGS) ACT,1975,1,4
administrator34876031ae7438385933aa2c76f22c2e.json,"The Pakistan Council of Architects and Town Planner Ordinance, 1983",1983,0,0
administrator349512a221832405c403f1294e1e5575.json,THE PROFESSIONS TAX LIMITATION ACT,1941,1,3
administrator34bbdadf07d30e64a884a488c00cbe92.json,THE MUNICIPAL TAXATION ACT,1881,1,7
administrator35664480c3a596849090e1db1a70d36d.json,"The Treasure-Trove Act, 1878",1878,0,0
administrator357cb59b2de5ea3eef36e4379060a4eb.json,THE CENTRES OF EXCELLENCE ACT,1974,1,12
administrator359d2ddc2ad3cb8f4a5bfa3c263e5ba1.json,THE DOWRY AND BRIDAL GIFTS (RESTRICTION) ACT,1976,1,12
administrator3651ef39f3a5822410427274955e87f3.json,"THE SECRETARIAT ALLOWANCE (RESCISSION OF ORDERS, ETC.) ORDINANCE",2000,1,3
administrator369ef7980ab81e0b188703977998df5e.json,THE SMALL CLAIMS AND MINOR OFFENCES COURTS ORDINANCE,2002,1,12
administrator36d7ffda1c10e012ab6ea61e117bae09.json,THE GOVERNMENT SAVINGS BANKS ACT,1873,6,12
administrator3713d47e24390ce8d2af2f60f121a670.json,THE PUBLIC ORDER (MEETINGS) ORDINANCE,1958,1,7
administrator3772954c177afad4f21b0257142ed337.json,"S Act, 1913",1913,0,0
administrator37c4306c1d2de9e0c062242e1240da08.json,THE SIKH GURDWARAS (SUPPLEMENTARY) ACT,1925,1,3
administrator38f3ee7a40f2e730cc326044d3663f6e.json,"The Pakistan Institute of Fashion and Design Act, 2011",2011,0,0
administrator3931b25055db9737894956c4b53954c3.json,THE LEGAL REPRESENTATIVES' SUITS ACT,1855,1,2
administrator398ab6a39b232bd13fbc7ccc0becdef0.json,THE PAKISTAN JUNIOR CADET CORPS ACT,1953,1,14
administrator3a246ebbf45c2f156b8ad52f83024d36.json,THE CHRISTIAN MARRIAGE ACT,1872,9,88
administrator3a3e64fb58215907d6e4a8cd7b6c1def.json,THE HINDU WIDOWS’ RE-MARRIAGE ACT,1856,1,7
administrator3be2bbbbc7621df62a783ab22a9a81fd.json,"The Motor Vehicles Act, 1939",1939,0,0
administrator3c0b4994cddecb135e5abf2b1c626d39.json,"The Regulation of Mines and Oil-Fields and Mineral Development (Government Control) Act, 1948",1948,0,0
administrator3c366a33367a7f7bb629832f53338afd.json,THE ARCHIVAL MATERIAL (PRESERVATION AND EXPORT CONTROL) ACT,1975,1,10
administrator3cbae595db7d5550014c8b399de42441.json,"The War Injuries Ordinance, 1941",1941,0,0
administrator3cdf079d6ed582481656a94465e64c12.json,"The Lepers Act, 1898",1898,0,0
administrator3d1271e37c7e9c01a3f6f0976552bc91.json,"The Newspaper Employees (Conditions of Service) Act, 1973",1973,0,0
administrator3d7efadcb67ac48dd8fd78c78cd1c1fb.json,Pakistan Atomic Energy Commission Ordinance,1965,3,20
administrator3d8b6c9589ba4d9a1fdcea968397639d.json,THE INLAND MECHANICALLY PROPELLED VESSELS ACT,1917,8,71
administrator3de374c43e9eb70f6a686ecedaa99aec.json,"The Extradition Act, 1972",1972,0,0
administrator3e138d510e1530c56c7e2db851e0fa8e.json,THE OIL AND GAS DEVELOPMENT CORPORATION (RE- ORGANIZATION) ORDINANCE,2001,1,7
administrator3e1ccd4a4970f66c4da5a06c1f7bb98f.json,THE TRIBAL AREAS (RESTORATION OF JURISDICTION) ACT,1964,1,3
administrator401f8aa04201fe132c0cd002e9fb451c.json,"The Territorial Waters and Maritime Zones Act, 1976",1976,0,0
administrator4168a135df500f0242aba7655ab6dff0.json,THE REMOVAL OF ACCUSED PERSONS ACT,1973,1,3
administrator416e6c94f52927a90e423f1ae3899e8c.json,THE LITERACY ORDINANCE,1985,1,4
administrator41dfd979f8bb1b89882ff6f34a5c5b3a.json,The Tolls (Army and Air Force) Act,1901,1,8
administrator424bc08c8c49db458367eece0538577e.json,THE PAKISTAN GIRL GUIDES ASSOCIATION ORDINANCE,1960,1,6
administrator43948dd87dbd8f689bcb2d1583247464.json,"The Karachi Rent Restriction Act, 1953",1953,0,0
administrator442aefd1739c1b07adb01e9b03e2e99f.json,THE CORPORATION EMPLOYEES (SPECIAL POWERS) ORDINANCE,1978,1,5
administrator46c9a3c62acc16428e73999e7d30ba2a.json,THE OFFICIAL SECRETS ACT,1923,2,19
administrator4794df1a10fe4daa43ac6d4b257a3a26.json,The Flying Clubs (Appointment of Administrators) Ordinance,1978,1,9
administrator47c9f207b96177e21ada8ef85bed1e8f.json,THE NATIONAL COMMISSION FOR HUMAN DEVELOPMENT ORDINANCE,2002,2,14
administrator47ec7e7d3843370d9621a07ae60ed9a4.json,The Registered Layout-Designs of Integrated Circuits Ordinance,2000,1,22
administrator4813a5fb8905b60eda98ebb361bd9e4e.json,"The Charitable and Religious Trusts Act, 1920",1920,0,0
administrator4885b870ed8d993fd7c01e46294a9251.json,THE AGRICULTURAL PESTICIDES ORDINANCE,1971,4,32
administrator489c40fa445ba2b3c8bce4092c211e31.json,"The Land Improvement Loans Act, 1883",1883,0,0
administrator48b083e7f2c44e28f6eb0a73477e8297.json,The Majority Act,1875,1,4
administrator48b15bbf10a56b9cafa2aecc7da033da.json,THE PREVENTION OF GAMBLING ACT,1977,1,12
administrator493e646a4463389bc4bb3f9f0e34d939.json,House Building Finance Corporation Act,1952,1,44
administrator49fda726a9bac937afa47f99cbae6395.json,THE PAKISTAN NAVY (EXTENSION OF SERVICE) ACT,1950,1,2
administrator4a4771b4b9e362dc9dbe2f1e7c16554f.json,"The Excise Duty On Minerals (Labour Welfare) Act, 1967",1967,0,0
administrator4a6efe2b68e892d437aea98367cf6687.json,THE SUCCESSION ACT,1925,23,165
administrator4a83245a574af5239b38c27738ae88ac.json,"The Carriage of Goods By Sea Act, 1925",1925,0,0
administrator4b50fb9f2a0417cc9afd65b75e8c292e.json,"The Waste Lands (Claims) Act, 1863",1863,0,0
administrator4c2a19956bf97c1840d56886347d5385.json,THE WIRELESS TELEGRAPHY ACT,1933,1,11
administrator4d7a0661573fd454146be7c40ab684f4.json,THE RESERVISTS (REINSTATEMENT IN CIVIL EMPLOYMENT) ORDINANCE,1965,1,5
administrator4d89bd23fd7d2201bf1e4fb0dc7a29d8.json,THE SECURITY OF PAKISTAN ACT,1952,1,27
administrator4e3cd6490cf146c10611923f82b5a6cf.json,Islamic Development Bank Ordinance,1978,2,16
administrator5041ac28656c3fb28458b9dea67d7702.json,"The Pakistan Institute of Engineering and Applied Sciences Ordinance, 2000",2000,0,0
administrator51c7baaf4df7518b66b24a25efff3a72.json,THE CIVIL SERVANTS (VALIDATION OF RULES) ORDINANCE,2001,1,2
administrator522b16a42c22b962dc086dc4fa150fea.json,"The Light House Act, 1927",1927,0,0
administrator52eb023c564764ed4eee8c85ef10959e.json,THE SETTLEMENT COMMISSIONERS (VALIDATION OF ORDERS) ACT,1972,1,3
administrator53b33d7c0ff80d13e0b8f5e4bd578970.json,Banking Companies Ordinance,1962,10,155
administrator5402adeffbce33506d27ce1ec6e92908.json,THE PRIVY PURSES (CHARGED EXPENDITURE) ACT,1968,1,2
administrator545b215767b98a0f4dd989395762d4aa.json,SMALL AND MEDIUM ENTERPRISES DEVELOPMENT AUTHORITY ORDINANCE,2002,11,36
administrator546c876d6ae7067a758f9cd51fd67b0f.json,The Carriers Act,1865,3,12
administrator546f97580c4012deb22e096dd05242b4.json,THE ORGANIZATION OF THE ISLAMIC CONFERENCE (IMMUNITIES AND PRIVILEGES) ACT,1977,5,20
administrator5533a440e4ce6839220c9d1092c1349e.json,The Insolvency Karachi Division Act,1909,13,48
administrator557e8cd273c8f3d495ac64336718409f.json,The Metal Tokens Act,1889,1,9
administrator561273680f95a0a19cf38cacc5ee4ea9.json,THE COMMERCIAL DOCUMENTS EVIDENCE ACT,1939,1,4
administrator563875ec0d9827cceb66f2b446d9de84.json,The Survey for Documentation of National Economy Ordinance,2000,1,8
administrator59fb5c5c675235e7378c29e39141d57e.json,THE PAKISTAN NUCLEAR REGULATORY AUTHORITY ORDINANCE,2001,1,60
administrator5a78ff5559911f2b13d17d04c7d27043.json,THE HINDU MARRIED WOMEN’S RIGHT TO SEPARATE RESIDENCE AND MAINTENANCE ACT,1946,1,3
administrator5a9c96066664bf9644d063fc533acc48.json,THE NATIONAL AND PROVINCIAL ASSEMBLIES (ELECTIONS TO RESERVED SEATS) ACT,1976,8,31
administrator5b385815fd33ce2c321222b62e8c7419.json,"Apprenticeship Ordinance,Â 1962",1962,0,0
administrator5c3cd0bcd9f780556ff2ea2ec2ca3140.json,"The Esso Undertakings (Vesting) Act, 1976",1976,0,0
administrator5d0253363802ee0d1f37594b51d1c4cf.json,THE LOCAL AUTHORITIES PENSIONS AND GRATUITIES ACT,1919,1,5
administrator5d1cb538dd70f201116a1c386269d097.json,THE MESNE PROFITS AND IMPROVEMENTS ACT,1855,1,3
administrator5d3f29ab30222e9f556d9a02bf22d823.json,"S University Ordinance, 1985",1985,0,0
administrator5d6b74fcde759f340d6d706574476e01.json,THE HACKNEY-CARRIAGE ACT,1879,1,10
administrator5e2384a83f7620cf156678da8574005f.json,THE GOVERNMENT TRADING TAXATION ACT,1926,1,2
administrator5e590de60f8b3e964f540d5d5f7911c6.json,THE KARACHI ELECTRIC SUPPLY CORPORATION (REMOVAL FROM SERVICE) ORDINANCE,1999,1,2
administrator5e93fac2df76e6993f8c8e739c827420.json,The Divorce Act,1869,15,60
administrator5f9c1f760dd21b9897220e63ea22d7c9.json,"THE STOCK EXCHANGES (CORPORATISATION, DEMUTUALIZATION AND INTEGRATION) ACT",2012,6,24
administrator5fd04a6dbe98996406f13e8bec75d26d.json,THE RIOT AND CIVIL COMMOTION RISKS INSURANCE ORDINANCE,1947,1,17
administrator60670d614d75e2e43264070cfeefe0cb.json,The Easements Act,1882,7,63
administrator61805913d2877bbf319c042d8394196d.json,"The Capital Development Authority Ordinance, 1960",1960,0,0
administrator6279ee5af21b73b01b433d6b2121190d.json,"The Public Health (Emergency Provisions) Ordinance, 1944",1944,0,0
administrator6290b823dce248fd9f5425921042f8bb.json,Islamabad (Preservation of Landscape) Ordinance,1966,1,15
administrator62c1ed39158cce35c09320d9bb9a7f36.json,THE RAILWAY STORES (UNLAWFUL POSSESSION) ORDINANCE,1944,1,3
administrator62d364ed9ebce133aae22996352d083b.json,"The Charitable Funds (Regulation of Collections) Act, 1953",1953,0,0
administrator64119c0b0a4118d9564f7f786b4ef5df.json,The Capital of the Republic (Determination of Area) Ordinance,1963,1,2
administrator64557d435e66c94b98ea5f4a481b8224.json,"The Sarais Act, 1867",1867,0,0
administrator646227a132eef97dffe87d9b649c675f.json,The Maintenance Orders Enforcement Act,1921,1,12
administrator653b4d4792ce7297b461fd2de3d7de84.json,THE WAR INJURIES (COMPENSATION INSURANCE) ACT,1943,1,20
administrator6598dabbad120033d4d42d717dcf9755.json,THE CODE OF CIVIL PROCEDURE,1908,16,172
administrator65be5a67a90779e2f64b6bea8a1368d6.json,Sindh Revenue Jurisdiction Act,1876,1,12
administrator664de79627a7c867e10942b7edec1d32.json,THE ESTABLISHMENT OF THE FEDERAL BANK FOR COOPERATIVES AND REGULATION OF COOPERATIVE BANKING ACT,1977,1,58
administrator666b70a8ded661e988071e3eee899e23.json,THE PROVISIONAL COLLECTION OF TAXES ACT,1931,1,6
administrator66dfa07a1720a9d25939d82bc7cee5d6.json,THE INTERNATIONAL MONETARY FUND AND BANK ACT,1950,1,8
administrator6767baf09de0a47be3636af17e2ac8ab.json,"The Transfer of Population Welfare Programme (Field Activities) Ordinance, 1983",1983,0,0
administrator677ba60f75cfd3eab21ac148b5e66a24.json,The Cotton Cloth Act,1918,1,14
administrator67c2ad375b8297f6fd5c41dda169c595.json,THE NATIONAL BOOK FOUNDATION ACT,1972,1,9
administrator6921382573969ea4699b13d3f4ad9969.json,THE COTTON TRANSPORT ACT,1923,1,9
administrator6944b1a3609700c11be00753cacfc993.json,"The Pakistan (Exchange of Prisoners) Ordinance, 1948",1948,0,0
administrator69648336fbd0273e41075a329baad40f.json,THE MUSSALMAN WAKF VALIDATING ACT,1913,1,5
administrator6a99292b3c035d174ec9a048e24c56d3.json,The Law Reports Act,1875,1,8
administrator6b30eb225e07601de7078671e1cc7022.json,The Patents Ordinance,2000,22,108
administrator6c674827f1366a165f5fa6c7387798b5.json,THE NATIONAL INVESTMENT (UNIT) TRUST ORDINANCE,1965,1,9
administrator6cd99cf50ae81517529b2681aaf214fc.json,"The Voluntary Social Welfare Agencies (Registration and Control) Ordinance, 1961",1961,0,0
administrator6d018dc6f52da62a927e04ad004c6890.json,Lac Cess Act,1930,1,13
administrator6e2025e398d01c93f5db47a234468c5c.json,Pakistan Red Crescent Society Act,1920,1,12
